RT 002 RW 002,16
RT 003 RW 002,179
RT 003 RW 002,108
RT 003 RW 002,27
RT 004 RW 002,46
RT 005 RW 002,77
RT 006 RW 002,110
RT 007 RW 002,57
RT 008 RW 002,21
RT 009 RW 002,5
RT 010 RW 002,9
RT 011 RW 002,10
RT 012 RW 002,71
RT 012 RW 002,46
RT 013 RW 002,34
RT 001 DUSUN TAMAN SARI,18
RT 002 DUSUN TAMAN SARI,5
RT 003 DUSUN RAWA SARI,17
RT 004 DUSUN RAWA SARI,6
RT 005 DUSUN SUMBER SARI,9
RT 006 DUSUN SUMBER SARI,7
RT 007 DUSUN SEKAR SARI,18
RT 008 DUSUN SEKAR SARI,7
RT 009 DUSUN MEKAR SARI,12
RT 010 DUSUN MEKAR SARI,11
KEBUN,0
RT 1 RW 1,33
RT 002 RW 001,33
RT 3 RW 1,16
RT 4 RW 1,8
RT 5 RW 1,12
PERKEBUNAN,0
PERKEBUNAN,0
RT 001 DUSUN PEDAK JAYO,13
RT 002 DUSUN PEDAK JAYO,10
RT 003 DUSUN PEDAK INDAH,19
RT 004 DUSUN PEDAK INDAH,10
RT 005 DUSUN HULU,13
RT 006 DUSUN HULU,6
RT 007 DUSUN HULU,7
RT 008 DUSUN TENGAH,7
RT 009 DUSUN TENGAH,5
RT 010 DUSUN TENGAH,6
RT 011 DUSUN HILIR,13
RT 012 DUSUN HILIR,8
RT 013 DUSUN HILIR,18
RT 014 DUSUN TANJUNG PASIR,16
RT 015 DUSUN TANJUNG PASIR,8
KEBUN,0
HUTAN,0
RT 001 DUSUN BULURAN,5
RT 002 DUSUN BULURAN,8
RT 003 DUSUN HILIR,2
RT 004 DUSUN HILIR,7
RT 005 DUSUN TENGAH,5
RT 006 DUSUN TENGAH,5
RT 007 DUSUN TENGAH,2
RT 008 DUSUN HULU,4
RT 009 DUSUN HULU,4
RT 010 DUSUN AUR CINO,5
RT 011 DUSUN AUR CINO,2
RT 012 DUSUN AUR GADING,1
RT 013 DUSUN AUR GADING,2
KEBUN,3
RT 001 DUSUN 01,13
RT 002 DUSUN 01,13
RT 003 DUSUN 01,11
RT 005 DUSUN 01,23
RT 004 DUSUN 02,6
RT 009 DUSUN 02,4
RT 006 DUSUN 03,5
RT 007 DUSUN 03,8
RT 008 DUSUN 04,12
PERKEBUNAN,0
PERKEBUNAN,0
PERKEBUNAN,0
RT 001 DUSUN I,4
RT 002 DUSUN I,10
RT 003 DUSUN II,7
RT 004 DUSUN II,6
RT 005 DUSUN III,5
RT 006 DUSUN III,2
RT 007 DUSUN IV,11
RT 008 DUSUN IV,7
RT 009 DUSUN V,6
RT 010 DUSUN V,4
KEBUN KARET DAN PERSAWAHAN,0
RT 001 DUSUN KEMBANG TANJUNG,3
RT 002 DUSUN KEMBANG TANJUNG,5
RT 003 DUSUN BERINGIN JAYA,4
RT 004 DUSUN BERINGIN JAYA,8
RT 005 DUSUN PINANG BELARIK,5
RT 006 DUSUN PINANG BELARIK,3
PERKEBUNAN KARET,0
PERKEBUNAN SAWIT,4
RT 001 DUSUN SUKO JADI,5
RT 005 DUSUN SUKO JADI,6
RT 002 DUSUN SUNGAI MENGKUANG,10
RT 004 DUSUN SUNGAI MENGKUANG,20
RT 003 DUSUN MARWO ULU,0
RT 006 DUSUN MARWO ULU,1
KEBUN SAWIT,0
PT GNL,1
RT 001 DUSUN MALAKO KECIL,16
RT 002 DUSUN MALAKO KECIL,17
RT 003 DUSUN BUKIT BERBUNGA,17
RT 004 DUSUN BUKIT BERBUNGA,21
RT 005 DUSUN BUKIT PAKU,9
RT 006 DUSUN BUKIT PAKU,13
RT 007 DUSUN BETUNG BEKILAU,9
RT 008 DUSUN BETUNG BEKILAU,15
KEBUN,0
KEBUN,0
RT 001 DUSUN TAMBAK SARI,7
RT 002 DUSUN TAMBAK SARI,4
RT 003 DUSUN TAMBAK SARI,10
RT 004 DUSUN MAYANG SARI,5
RT 005 DUSUN MAYANG SARI,5
RT 006 DUSUN MAYANG SARI,5
RT 007 DUSUN MAYANG SARI,3
RT 008 DUSUN RAWA SARI,4
RT 009 DUSUN RAWA SARI,9
RT 010 DUSUN RAWA SARI,8
KEBUN,0
RT 01 DUSUN LAMBAN PETALING,6
RT 04 DUSUN TALANG GAMBIR,5
RT 05 DUSUN TALANG GAMBIR,8
RT 06 DUSUN LAMBAN PETALING,1
RT 07 DUSUN LAMBAN PETALING,6
RT 02 DUSUN BUMBUN RESAM,12
RT 03 DUSUN BUMBUN RESAM,7
RT 08 DUSUN BUMBUN RESAM,2
RT 09 DUSUN TALANG GAMBIR,2
KEBUN SAWIT,0
RT 01 DUSUN I SIMPANG BETUNG,24
RT 02 DUSUN I SIMPANG BETUNG,15
RT 07 DUSUN I SIMPANG BETUNG,7
RT 08 DUSUN I SIMPANG BETUNG,0
RT 03 DUSUN II SRI MAJU,14
RT 04 DUSUN II SRI MAJU,13
RT 05 DUSUN II SRI MAJU,20
RT 06 DUSUN II SRI MAJU,8
RT 09 DUSUN II SRI MAJU,0
RT 10 DUSUN II SRI MAJU,25
RT 11 DUSUN II SRI MAJU,10
RT 12 DUSUN I SIMPANG BETUNG,35
RT 13 DUSUN I SIMPANG BETUNG,11
RT 001 DUSUN 1,6
RT 002 DUSUN 1,7
RT 003 DUSUN 1,4
RT 004 DUSUN 2,17
RT 005 DUSUN 2,13
RT 006 DUSUN 2,6
RT 007 DUSUN 2,8
RT 008 DUSUN 3,15
RT 009 DUSUN 3,11
RT 010 DUSUN 3,10
KEBUN,0
RT 001 DUSUN BARU,14
RT 002 DUSUN BARU,6
RT 003 DUSUN BARU,6
RT 016 DUSUN BARU,2
RT 004 DUSUN SEI. BAMBAN,16
RT 005 DUSUN SEI. BAMBAN,2
RT 006 DUSUN SEI. BAMBAN,0
RT 015 DUSUN SEI. BAMBAN,9
RT 007 DUSUN SEI. PULE,17
RT 008 DUSUN SEI. PULE,10
RT 009 DUSUN SEI. PULE,49
RT 014 DUSUN SEI. PULE,9
RT 017 DUSUN SEI. PULE,0
RT 010 DUSUN SEI. DERAS,28
RT 011 DUSUN SEI. DERAS,37
RT 012 DUSUN SEI. DERAS,21
RT 013 DUSUN SEI. DERAS,15
HUTAN,0
PERKEBUNAN,0
RT 001 RW 001,22
RT 002 RW 001,28
RT 004 RW 002,9
RT 005 RW 002,13
RT 006 RW 002,2
RT 021 RW 002,14
RT 034 RW 002,12
RT 037 RW 002,3
RT 003 RW 003,17
RT 007 RW 003,30
RT 008 RW 003,42
RT 009 RW 003,33
RT 031 RW 003,7
RT 010 RW 004,8
RT 011 RW 004,8
RT 012 RW 004,10
RT 013 RW 004,8
RT 014 RW 004,7
RT 015 RW 005,8
RT 016 RW 005,2
RT 017 RW 005,12
RT 018 RW 005,9
RT 019 RW 005,18
RT 020 RW 006,5
RT 022 RW 006,50
RT 023 RW 006,44
RT 024 RW 006,47
RT 033 RW 006,2
RT 025 RW 007,19
RT 026 RW 007,27
RT 027 RW 007,17
RT 028 RW 007,3
RT 032 RW 007,5
RT 035 RW 007,55
RT 035 RW 007,3
RT 029 RW 008,56
RT 030 RW 008,32
RT 036 RW 008,7
RT 001 RW 001,15
RT 002 RW 001,25
RT 003 RW 001,15
RT 024 RW 001,15
RT 004 RW 002,16
RT 005 RW 002,20
RT 006 RW 002,15
RT 007 RW 002,15
RT 025 RW 002,17
RT 008 RW 003,34
RT 009 RW 003,38
RT 010 RW 003,16
RT 011 RW 003,20
RT 019 RW 003,28
RT 012 RW 004,15
RT 013 RW 004,15
RT 014 RW 004,22
RT 015 RW 004,15
RT 016 RW 005,28
RT 017 RW 005,20
RT 018 RW 005,18
RT 020 RW 006,34
RT 021 RW 006,31
RT 022 RW 006,21
RT 023 RW 006,14
TAMAN HUTAN RAYA,0
RT 1 DUSUN 1 ULU,6
RT 6 DUSUN 1 ULU,10
RT 2 DUSUN 2 TENGAH,10
RT 3 DUSUN 2 TENGAH,16
RT 4 DUSUN 3 DARAT,21
RT 7 DUSUN 3 DARAT,41
RT 5 DUSUN 4 ILIR,18
RT 8 DUSUN 4 ILIR,15
RT 001 DUSUN 001 KEBUN KELAPA,33
RT 002 DUSUN 002 SUNGAI PENGAMBIRAN,14
RT 003 DUSUN 002 SUNGAI PENGAMBIRAN,3
RT 004 DUSUN 002 SUNGAI PENGAMBIRAN,25
RT 008 DUSUN 002 SUNGAI PENGAMBIRAN,20
RT 011 DUSUN 002 SUNGAI PENGAMBIRAN,12
RT 012 DUSUN 002 SUNGAI PENGAMBIRAN,8
RT 005 DUSUN 003 SUKA DAMAI,11
RT 006 DUSUN 003 SUKA DAMAI,14
RT 009 DUSUN 003 SUKA DAMAI,3
RT 007 DUSUN 004 SUNGAI RINGIN,10
RT 010 DUSUN 004 SUNGAI RINGIN,10
KEBUN KARET,0
RT 001 DUSUN 001 / PEMATANG LALANG,7
RT 002 DUSUN 001 / PEMATANG LALANG,4
RT 003 DUSUN 002 / SAMSUL BAYAN,14
RT 004 DUSUN 002 / SAMSUL BAYAN,16
RT 005 DUSUN 003 / KAMPUNG MASJID,21
RT 006 DUSUN 003 / KAMPUNG MASJID,14
RT 007 DUSUN 004 / RAJO BATU,23
RT 008 DUSUN 004 / RAJO BATU,25
RT 009 DUSUN 005 / PENDAKIAN,22
RT 010 DUSUN 005 / PENDAKIAN,22
RT 011 DUSUN 006 / PAYO LEBAR,8
RT 012 DUSUN 006 / PAYO LEBAR,4
RT 013 DUSUN 007 / TALANG LADO,4
RT 014 DUSUN 007 / TALANG LADO,7
RT 01 DUSUN 1,4
RT 02 DUSUN 1,4
RT 03 DUSUN 2,5
RT 04 DUSUN 2,8
RT 05 DUSUN 3,3
RT 06 DUSUN 3,7
PERKEBUNAN DAN PERTANIAN,0
RT 001 DUSUN 1,13
RT 007 DUSUN 1,24
RT 002 DUSUN 2,14
RT 011 DUSUN 2,10
RT 003 DUSUN 3,13
RT 008 DUSUN 3,11
RT 004 DUSUN 4,15
RT 012 DUSUN 4,7
RT 005 DUSUN 5,15
RT 009 DUSUN 5,12
RT 006 DUSUN 6,13
RT 010 DUSUN 6,10
PERKEBUNAN,0
PERKEBUNAN,0
RT 1 DUSUN PARIT,14
RT 2 DUSUN PARIT,14
RT 3 DUSUN BUNGO TANJUNG,7
RT 4 DUSUN BUNGO TANJUNG,18
RT 5 DUSUN PASIR PUTIH,13
RT 6 DUSUN PASIR PUTIH,19
PERKEBUNAN 1,0
PERKEBUNAN 2,0
RT 001 RW 001,38
RT 002 RW 001,13
RT 003 RW 001,13
RT 004 RW 001,20
RT 005 RW 001,21
RT 017 RW 001,61
RT 019 RW 001,11
RT 006 RW 002,48
RT 010 RW 002,4
RT 011 RW 002,5
RT 013 RW 002,12
RT 016 RW 002,22
RT 018 RW 002,3
RT 007 RW 003,18
RT 008 RW 003,11
RT 009 RW 003,31
RT 015 RW 003,15
RT 023 RW 003,11
RT 012 RW 004,38
RT 012 RW 004,33
RT 014 RW 004,17
RT 020 RW 004,10
RT 021 RW 004,7
RT 022 RW 004,15
RT 024 RW 004,32
RT 024 RW 004,20
RT 025 RW 004,4
PERKEBUNAN,0
SEMAK BELUKAR,2
PERKEBUNAN,0
PESANTREN,23
RT 001 DUSUN 1,4
RT 002 DUSUN 1,3
RT 003 DUSUN 1,7
RT 004 DUSUN 2,8
RT 005 DUSUN 3,25
RT 006 DUSUN 2,5
RT 007 DUSUN 3,13
KEBUN,0
RT 001 DUSUN HULU,4
RT 002 DUSUN HULU,3
RT 003 DUSUN HULU,7
RT 004 DUSUN TENGAH,8
RT 005 DUSUN TENGAH,25
RT 006 DUSUN TENGAH,5
RT 007 DUSUN HILIR,13
RT 008 DUSUN HILIR,13
RT 009 DUSUN HILIR,18
RT 010 DUSUN SEBRANG,3
RT 011 DUSUN SEBRANG,2
RT 012 DUSUN SEBRANG,4
PERKEBUNAN,0
PERKEBUNAN,0
RT 001 DUSUN HULU,22
RT 002 DUSUN HULU,13
RT 003 DUSUN TENGAH,13
RT 004 DUSUN TENGAH,16
RT 005 DUSUN HILIR,17
RT 006 DUSUN HILIR,78
RT 007 DUSUN ARO SEBRANG,14
RT 008 DUSUN ARO SEBRANG,7
RAWA,0
RT 001 DUSUN 1 DANO LOMBONG,10
RT 002 DUSUN 1 DANO LOMBONG,9
RT 003 DUSUN 2 DANO CEPER,17
RT 004 DUSUN 2 DANO CEPER,15
RT 005 DUSUN 3 SIALANG PUNGGUK,8
RT 006 DUSUN 3 SIALANG PUNGGUK,13
KEBUN,0
SAWAH,2
RT 001 RW 001,125
RT 002 RW 001,17
RT 003 RW 001,18
RT 004 RW 001,43
RT 005 RW 001,22
RT 006 RW 002,44
RT 007 RW 002,68
RT 008 RW 002,46
RT 009 RW 002,73
RT 010 RW 003,19
RT 011 RW 003,59
RT 012 RW 003,21
RT 013 RW 003,42
RT 014 RW 003,43
RT 015 RW 004,19
RT 016 RW 004,13
RT 017 RW 004,3
RT 029 RW 004,3
RT 031 RW 004,6
RT 021 RW 005,22
RT 022 RW 005,8
RT 023 RW 005,15
RT 026 RW 005,17
RT 032 RW 005,15
RT 018 RW 006,4
RT 024 RW 006,13
RT 025 RW 006,18
RT 027 RW 006,4
RT 028 RW 006,2
RT 019 RW 007,31
RT 020 RW 007,15
RT 030 RW 007,9
RT 033 RW 007,20
KEBUN,0
KEBUN,0
KEBUN,0
KEBUN,0
KEBUN,0
RT 001 RW 001,13
RT 003 RW 001,9
RT 004 RW 001,11
RT 011 RW 001,4
RT 012 RW 001,10
RT 005 RW 002,25
RT 006 RW 002,69
RT 006 RW 002,140
RT 006 RW 002,144
RT 006 RW 002,206
RT 010 RW 002,25
RT 013 RW 002,8
RT 014 RW 003,16
RT 002 RW 003,15
RT 007 RW 003,20
RT 008 RW 003,10
RT 009 RW 003,2
RT 015 RW 003,15
RT  016 RW 002,15
KEBUN KARET,0
RT 1 DUSUN I SETAR JAYA,10
RT 2 DUSUN I SETAR JAYA,6
RT 3 DUSUN II RAMBAHAN,7
RT 4 DUSUN II RAMBAHAN,2
RT 5 DUSUN III TANJUNG ASAH,11
RT 6 DUSUN III TANJUNG ASAH,5
RT 7 DUSUN III TANJUNG ASAH,9
RT 8 DUSUN III TANJUNG ASAH,24
KEBUN,0
RT 01 DUSUN 1,5
RT 02 DUSUN 1,2
RT 03 DUSUN 1,2
RT 04 DUSUN 2,8
RT 05 DUSUN 2,5
RT 06 DUSUN 2,8
KEBUN KARET,0
RT 001 DUSUN SUKA MAJU,5
RT 002 DUSUN SUKA MAJU,2
RT 003 DUSUN SUKA MAJU,5
RT 004 DUSUN SUKA DAMAI,9
RT 005 DUSUN SUKA DAMAI,4
RT 006 DUSUN SUKA DAMAI,2
RT 007 DUSUN SUKA DAMAI,8
RT 008 DUSUN SUKA MUJUR,5
RT 009 DUSUN SUKA MUJUR,3
RT 010 DUSUN SUKA MUJUR,4
KEBUN KARET DAN SAWIT,4
RT 001 DUSUN 1 BUNGKU INDAH,15
RT 002 DUSUN 1 BUNGKU INDAH,14
RT 004 DUSUN 1 BUNGKU INDAH,9
RT 005 DUSUN 1 BUNGKU INDAH,17
RT 006 DUSUN 1 BUNGKU INDAH,7
RT 032 DUSUN 1 BUNGKU INDAH,18
RT 007 DUSUN 2 JOHOR BARU,59
RT 008 DUSUN 2 JOHOR BARU,3
RT 009 DUSUN 2 JOHOR BARU,16
RT 010 DUSUN 2 JOHOR BARU,33
RT 033 DUSUN 2 JOHOR BARU,2
RT 011 DUSUN 2 JOHOR BARU,12
RT 012 DUSUN 3 RANTAU RASAU,7
RT 013 DUSUN 3 RANTAU RASAU,19
RT 015 DUSUN 3 RANTAU RASAU,5
RT 016 DUSUN 3 RANTAU RASAU,10
RT 035 DUSUN 3 RANTAU RASAU,10
RT 017 DUSUN 3 RANTAU RASAU,6
RT 018 DUSUN 4 KUNANGAN JAYA 1,11
RT 019 DUSUN 4 KUNANGAN JAYA 1,26
RT 020 DUSUN 4 KUNANGAN JAYA 1,5
RT 021 DUSUN 4 KUNANGAN JAYA 1,4
RT 022 DUSUN 4 KUNANGAN JAYA 1,6
RT 023 DUSUN 4 KUNANGAN JAYA 1,3
RT 037 DUSUN 4 KUNANGAN JAYA 1,4
RT 038 DUSUN 4 KUNANGAN JAYA 1,4
RT 039 DUSUN 4 KUNANGAN JAYA 1,4
RT 040 DUSUN 4 KUNANGAN JAYA 1,2
RT 024 DUSUN 5 KUNANGAN JAYA 2,1
RT 025 DUSUN 5 KUNANGAN JAYA 2,8
RT 027 DUSUN 5 KUNANGAN JAYA 2,5
RT 028 DUSUN 5 KUNANGAN JAYA 2,7
RT 029 DUSUN 5 KUNANGAN JAYA 2,16
RT 030 DUSUN 5 KUNANGAN JAYA 2,4
RT 031 DUSUN 5 KUNANGAN JAYA 2,16
RT 036 DUSUN 5 KUNANGAN JAYA 2,6
RT 041 DUSUN 5 KUNANGAN JAYA 2,4
RT 003 DUSUN 1 BUNGKU INDAH,9
RT 034 DUSUN 6 TANJUNG MANDIRI,10
RT 042 DUSUN 6 TANJUNG MANDIRI,7
RT 044 DUSUN 6 TANJUNG MANDIRI,6
RT 045 DUSUN 6 TANJUNG MANDIRI,7
RT 043 DUSUN 6 TANJUNG MANDIRI,7
RT 046 DUSUN 6 TANJUNG MANDIRI,5
KEBUN KARET DAN SAWIT MASYARAKAT,0
PERKEBUNAN SAWIT,0
PERUMAHAN DURIAN DANGKAL PT BSU,5
PERUMAHAN KELABAI PT BSU,10
PERUMAHAN KARYAWAN SAKO DE KEMANG PT BSU LAMA,12
PERUMAHAN KARYAWAN SAKO DE KEMANG PT BSU LAMA,8
PERUMAHAN EMPANG PAPAN PT BSU,10
PERUMAHAN PADANG SALAK PT BSU,10
PERUMAHAN LAMBAN LEBUAI PT BSU,10
PERUMAHAN KARYAWAN PKS LAMA,15
PERUMAHAN EMPANG BATU PT BSU,7
PERUMAHAN LAMAN PAGAR 1 PT BSU,9
PERUMAHAN LAMAN PAGAR 2 PT BSU,8
PERUMAHAN SEBANGKUR PT BSU,13
RT 001 DUSUN DELAPAN,2
RT 002 DUSUN DELAPAN,3
RT 003 DUSUN DELAPAN,8
RT 004 DUSUN MAKMUR,4
RT 005 DUSUN MAKMUR,4
RT 006 DUSUN MAKMUR,3
RT 007 DUSUN PEMERATAAN,3
RT 008 DUSUN PEMERATAAN,4
RT 009 DUSUN PEMERATAAN,6
RT 010 DUSUN PEMERATAAN,3
RT 011 DUSUN PENDAPATAN,2
RT 012 DUSUN PENDAPATAN,3
RT 013 DUSUN PENDAPATAN,2
RT 014 DUSUN PENDAPATAN,5
PERKEBUNAN KARET,0
PERKEBUNAN SAWIT,0
PERKEBUNAN KARET,0
RT 001 DUSUN SUKA MAJU,5
RT 002 DUSUN SUKA MAJU,4
RT 003 DUSUN TITIAN TUNGGANG,7
RT 004 DUSUN TITIAN TUNGGANG,8
RT 005 DUSUN MANGUN JAYA,5
RT 006 DUSUN MANGUN JAYA,1
RT 007 DUSUN MANGUN JAYA,8
RT 008 DUSUN LAMAN TERAS,6
RT 009 DUSUN LAMAN TERAS,38
RT 010 DUSUN TITIAN TUNGGANG,91
RT 011 DUSUN MANGUN JAYA,0
RT 012 DUSUN TITIAN TUNGGANG,13
RT 013 DUSUN SUKA MAJU,7
RT 014 DUSUN LAMAN TERAS,8
RT 015 DUSUN MANGUN JAYA,5
RT 016 DUSUN TITIAN TUNGGANG,15
RT 017 DUSUN MANGUN JAYA,1
RT 001 DUSUN SIMPANG JAMBI,7
RT 002 DUSUN SIMPANG JAMBI,2
RT 005 DUSUN SIMPANG PERIS,3
RT 006 DUSUN SIMPANG PERIS,3
RT 003 DUSUN GOTONG ROYONG,4
RT 004 DUSUN GOTONG ROYONG,2
RT 014 DUSUN GOTONG ROYONG,1
RT 012 DUSUN GOTONG ROYONG,6
RT 007 DUSUN PERIS BARU,6
RT 009 DUSUN PERIS BARU,5
RT 013 DUSUN PERIS BARU,8
RT 008 DUSUN ABADI JAYA,11
RT 010 DUSUN SUNGAI JERNIH,12
RT 011 DUSUN SUNGAI JERNIH,22
RT 015 DUSUN SIMPANG JAMBI,6
RT 016 DUSUN SIMPANG PERIS,5
RT 017 DUSUN PERIS BARU,11
RT 018 DUSUN ABADI JAYA,6
RT 019 DUSUN ABADI JAYA,20
RT 020 DUSUN SUNGAI JERNIH,18
KEBUN KARET DAN SAWIT,0
KEBUN KARET DAN SAWIT,0
KEBUN KARET DAN SAWIT,0
RT 001 DUSUN PURWOSARI,35
RT 002 DUSUN PURWOSARI,32
RT 003 DUSUN PURWOSARI,50
RT 004 DUSUN PURWOSARI,32
RT 005 DUSUN PURWOSARI,18
RT 006 DUSUN PURWOSARI,54
RT 019 DUSUN PURWOSARI,7
RT 022 DUSUN PURWOSARI,7
RT 025 DUSUN PURWOSARI,27
RT 026 DUSUN PURWOSARI,41
RT 007 DUSUN PURWODADI,15
RT 008 DUSUN PURWODADI,21
RT 009 DUSUN PURWODADI,14
RT 010 DUSUN PURWODADI,11
RT 020 DUSUN PURWODADI,18
RT 023 DUSUN PURWODADI,17
RT 024 DUSUN PURWODADI,10
RT 011 DUSUN WONOREJO,13
RT 012 DUSUN WONOREJO,17
RT 012 DUSUN WONOREJO,125
RT 013 DUSUN WONOREJO,17
RT 014 DUSUN WONOREJO,29
RT 021 DUSUN WONOREJO,13
RT 015 DUSUN SEKARSARI,19
RT 016 DUSUN SEKARSARI,28
RT 017 DUSUN SEKARSARI,20
RT 018 DUSUN SEKARSARI,17
KEBUN KARET DAN SAWIT,0
KEBUN KARET DAN SAWIT,0
KEBUN KARET DAN SAWIT,0
RT 001 RW 01,10
RT 002 RW 01,24
RT 003 RW 01,31
RT 003 RW 01,153
RT 004 RW 02,32
RT 021 RW 02,7
RT 005 RW 02,13
RT 006 RW 02,14
RT 007 RW 03,5
RT 008 RW 03,17
RT 009 RW 03,11
RT 010 RW 04,10
RT 011 RW 04,12
RT 012 RW 04,14
RT 013 RW 04,15
RT 014 RW 05,34
RT 015 RW 05,6
RT 016 RW 05,1
RT 017 RW 05,5
RT 018 RW 06,0
RT 019 RW 06,10
RT 020 RW 06,1
"KEBUN KARET DAN SAWIT (BLOK 18B-20B, 15-16B)",0
KEBUN KARET (BLOK 001B DAN 006B),0
RT 001 DUSUN SEROJA,5
RT 002 DUSUN SEROJA,73
RT 003 DUSUN SEROJA,1
RT 004 DUSUN ANGGREK,3
RT 005 DUSUN ANGGREK,2
RT 006 DUSUN MELATI,15
RT 007 DUSUN MELATI,5
RT 008 DUSUN MELATI,4
RT 017 DUSUN KEBALEN,7
RT 018 DUSUN KEBALEN,8
RT 019 DUSUN KEBALEN,7
RT 020 DUSUN KEBALEN,6
RT 021 DUSUN KEBALEN,8
RT 009 DUSUN MELATI,3
RT 010 DUSUN ANGGREK,4
KEBUN KARET DAN SAWIT,4
RT 001 DUSUN MEKAR SARI,3
RT 002 DUSUN MEKAR SARI,7
RT 005 DUSUN MEKAR SARI,12
RT 003 DUSUN SUKA DAMAI,1
RT 004 DUSUN SUKA DAMAI,3
RT 006 DUSUN MERANTI I,10
RT 007 DUSUN MERANTI I,6
RT 008 DUSUN MERANTI I,6
RT 009 DUSUN MERANTI II,10
RT 013 DUSUN MERANTI I,1
RT 010 DUSUN MERANTI II,7
RT 011 DUSUN MERANTI II,12
RT 012 DUSUN MERANTI II,12
KEBUN SAWIT DAN KARET,0
RT 001 DUSUN MERBAU SATU,2
RT 002 DUSUN MERBAU SATU,10
RT 003 DUSUN MERBAU SATU,9
RT 004 DUSUN MERBAU TIGA,6
RT 005 DUSUN MERBAU TIGA,5
RT 006 DUSUN MERBAU DUA,1
RT 007 DUSUN MERBAU DUA,5
RT 008 DUSUN MERBAU DUA,9
RT 009 DUSUN MERBAU TIGA,14
RT 010 DUSUN MERBAU TIGA,11
RT 011 DUSUN MERBAU TIGA,5
KEBUN KARET DAN SAWIT,4
RT 001 DUSUN 001,13
RT 002 DUSUN 001,111
RT 003 DUSUN 002,1
RT 004 DUSUN 002,7
RT 005 DUSUN 003,8
RT 006 DUSUN 003,7
RT 007 DUSUN 004,6
RT 008 DUSUN 004,6
RT 009 DUSUN 005,6
RT 010 DUSUN 005,7
RT 011 DUSUN 005,33
RT 012 DUSUN 006,5
RT 013 DUSUN 006,5
SAWAH,0
KEBUN SAWIT,0
SUNGAI BATANGHARI,0
RT 009 DUSUN 001 DANO LEBAR,7
RT 001 DUSUN 001 DANO LEBAR,14
RT 002 DUSUN 001 DANO LEBAR,13
RT 003 DUSUN 002 TITIAN TERAS,6
RT 004 DUSUN 002 TITIAN TERAS,7
RT 005 DUSUN 002 TITIAN TERAS,15
RT 006 DUSUN 003 LEBUNG KATO ATI,30
RT 007 DUSUN 003 LEBUNG KATO ATI,57
RT 008 DUSUN 004 BUKIT BARISAN,8
RT 010 DUSUN 004 BUKIT BARISAN,17
KEBUN SAWIT,0
SAWAH,0
KEBUN SAWIT,0
KEBUN SAWIT,2
KEBUN SAWIT,1
RT 009 DUSUN 001,4
RT 001 DUSUN 001,3
RT 002 DUSUN 001,6
RT 006 DUSUN 002,1
RT 007 DUSUN 002,3
RT 008 DUSUN 002,3
RT 010 DUSUN 003,10
RT 014 DUSUN 003,12
RT 015 DUSUN 003,2
RT 003 DUSUN 004,1
RT 004 DUSUN 004,22
RT 005 DUSUN 004,6
RT 011 DUSUN 005,11
RT 012 DUSUN 005,9
RT 013 DUSUN 005,8
KEBUN SAWIT,0
KEBUN SAWIT,0
KEBUN SAWIT,0
KEBUN SAWIT,0
RT 001 DUSUN 001 PURWODADI,4
RT 002 DUSUN 001 PURWODADI,24
RT 003 DUSUN 001 PURWODADI,12
RT 004 DUSUN 002 MEKAR SARI,12
RT 005 DUSUN 002 MEKAR SARI,6
RT 006 DUSUN 002 MEKAR SARI,6
RT 007 DUSUN 003 SANTI AJI,4
RT 008 DUSUN 003 SANTI AJI,5
RT 009 DUSUN 004 BUKIT BERINGIN,22
RT 010 DUSUN 004 BUKIT BERINGIN,4
RT 011 DUSUN 004 BUKIT BERINGIN,11
RT 012 DUSUN 005 SUKA MAJU,6
RT 013 DUSUN 005 SUKA MAJU,2
RT 014 DUSUN 006 MAJU MAKMUR,7
RT 015 DUSUN 006 MAJU MAKMUR,8
RT 016 DUSUN 007 CAMPUR SARI,4
RT 017 DUSUN 007 CAMPUR SARI,4
KEBUN SAWIT PT IIS,0
KEBUN SAWIT TKD,0
RT 001 DUSUN 001 SUKA TANI,79
RT 002 DUSUN 001 SUKA TANI,10
RT 003 DUSUN 001 SUKA TANI,10
RT 004 DUSUN 002 SUMBER KEHIDUPAN,6
RT 005 DUSUN 002 SUMBER KEHIDUPAN,4
RT 006 DUSUN 002 SUMBER KEHIDUPAN,13
RT 007 DUSUN 002 SUMBER KEHIDUPAN,4
RT 008 DUSUN 003 SAKTI MULYA,1
RT 009 DUSUN 003 SAKTI MULYA,1
RT 010 DUSUN 003 SAKTI MULYA,9
RT 011 DUSUN 004 JATI GEDE,5
RT 012 DUSUN 004 JATI GEDE,8
RT 013 DUSUN 004 JATI GEDE,6
RT 014 DUSUN 004 JATI GEDE,3
KEBUN SAWIT,0
KEBUN SAWIT,0
KEBUN SAWIT,0
KEBUN SAWIT,00
RT 010 DUSUN MAJU JAYA,3
RT 011 DUSUN MAJU JAYA,3
RT 008 DUSUN CITRA MAJU,6
RT 009 DUSUN CITRA MAJU,4
RT 005 DUSUN TRI MAKMUR,1
RT 006 DUSUN TRI MAKMUR,30
RT 007 DUSUN TRI MAKMUR,8
RT 002 DUSUN KARYA BERSAMA,2
RT 003 DUSUN KARYA BERSAMA,2
RT 001 DUSUN TUNAS BANGSA,4
RT 004 DUSUN TUNAS BANGSA,2
KEBUN SAWIT,0
KEBUN SAWIT,0
KEBUN SAWIT,0
