idsbr,lat_new,long_new,status_label,petugas
95603391,-1.71251482296,103.2617137158,ORIGINAL,-
95603392,-1.6949851,103.2853691,ORIGINAL,-
95603383,-1.711644817,103.2581755,ORIGINAL,-
95602670,-1.72151,103.14055,ORIGINAL,-
95602677,-1.7225407256152,103.14761655093,ORIGINAL,-
95603389,-1.710976287,103.2595421,ORIGINAL,-
95603390,-1.7105195,103.2570565,ORIGINAL,-
95603397,-1.692026104,103.258192,ORIGINAL,-
95602642,-1.497316178,102.8388265,ORIGINAL,-
95603393,-1.70921538079,103.2582024423,ORIGINAL,-
95602674,-1.7247926003869,103.14743219622,ORIGINAL,-
95602682,-1.707868832512,103.32192998465,ORIGINAL,-
95603409,-1.69354561384,103.10491270872,ORIGINAL,-
95603387,-1.70963769,103.25838542231,ORIGINAL,-
95602680,-1.721965969,103.144361,ORIGINAL,-
95602698,-1.7334292889,103.274054063,ORIGINAL,-
95602699,-1.7407336559111,103.27615425766,ORIGINAL,-
95602709,-1.728728,103.27406,ORIGINAL,-
95603417,-1.7011458352833,103.0737189865,ORIGINAL,-
95603418,-1.78178,103.398,ORIGINAL,-
95603412,-1.69872227965,103.07280045767,ORIGINAL,-
95603413,-1.7010797352,103.0739521,ORIGINAL,-
95603384,-1.7130459,103.2540095,ORIGINAL,-
95603395,-1.72636,103.269,ORIGINAL,-
95603401,-1.70022871459,103.10211627301,ORIGINAL,-
95603404,-1.69916095558,103.10200167116,ORIGINAL,-
95602688,-1.70836,103.315,ORIGINAL,-
95602493,-1.7430834696928,103.13959348651,ORIGINAL,-
95602495,-1.7417336061591,103.13966991727,ORIGINAL,-
95602438,-1.512831,102.652,ORIGINAL,-
95602504,-1.730027025,103.1374578,ORIGINAL,-
95602497,-1.7368649187494,103.13511148093,ORIGINAL,-
95602568,-1.7263051198776,103.1365585547,ORIGINAL,-
95602574,-1.724243465,103.1322566,ORIGINAL,-
95602575,-1.7234499340094,103.13617095349,ORIGINAL,-
95602523,-1.582368142749,102.91785891349,ORIGINAL,-
95603679,-1.7200584662329,103.26632593641,ORIGINAL,-
95603683,-1.71949144315,103.26599206,ORIGINAL,-
95603688,-1.7142863688652,103.26510460084,ORIGINAL,-
95602963,-1.713882,103.2630049,ORIGINAL,-
95602953,-1.716656,103.258185,ORIGINAL,-
95602964,-1.714207818412,103.26338892724,ORIGINAL,-
95602944,-1.720720076,103.13905351,ORIGINAL,-
95602956,-1.7144249333,103.26009173068,ORIGINAL,-
95602979,-1.711626,103.256,ORIGINAL,-
95602969,-1.71194005704,103.2579988,ORIGINAL,-
95603733,-1.777856597543,103.35343587698,ORIGINAL,-
95602346,-1.6791179775,103.0346946,ORIGINAL,-
95602372,-1.6752490558887,102.8787929,ORIGINAL,-
95602369,-1.59298,103.624,ORIGINAL,-
94420792,-1.71256048,103.2614355,ORIGINAL,-
95603654,-1.6961023264,103.26710892,ORIGINAL,-
95603655,-1.6960433436,103.267287296,ORIGINAL,-
95603663,-1.7178104337085,103.24847054232,ORIGINAL,-
95603648,-1.6978924646,103.2682853,ORIGINAL,-
95603666,-1.7214862,103.2462229,ORIGINAL,-
95603667,-1.7212044611,103.246380815,ORIGINAL,-
95603669,-1.7127941097214,103.25392858052,ORIGINAL,-
95603672,-1.711200576,103.258473,ORIGINAL,-
95603652,-1.696802,103.2663091,ORIGINAL,-
95603659,-1.69569,103.266,ORIGINAL,-
94412646,-1.70804609249,103.25978928469,ORIGINAL,-
95602840,-1.68358412,103.1441116,ORIGINAL,-
95602863,-1.721298792,103.26312695,ORIGINAL,-
95602870,-1.719758237936,103.26174338651,ORIGINAL,-
95602859,-1.71608856182,103.26332686114,ORIGINAL,-
95602885,-1.715929,103.2631306,ORIGINAL,-
95602887,-1.71675318161,103.256984655,ORIGINAL,-
95602879,-1.719560353,103.260780771,ORIGINAL,-
95602880,-1.71842230861,103.26059552216,ORIGINAL,-
95602910,-1.9401261715403,103.08158,ORIGINAL,-
95602912,-1.925514783068,103.1390852,ORIGINAL,-
95602906,-1.8759004998358,103.0758531,ORIGINAL,-
95602889,-1.8126297627987,103.04825748651,ORIGINAL,-
95602909,-1.890184940573,103.14704998466,ORIGINAL,-
95602911,-1.9424255172509,103.08014261534,ORIGINAL,-
95603078,-1.7019803413314,103.29132028291,ORIGINAL,-
95603079,-1.70476304,103.264698,ORIGINAL,-
95603082,-1.69891187837,103.28914658,ORIGINAL,-
95603799,-1.7033900778,103.26597996,ORIGINAL,-
95603809,-1.70250262616,103.271825555,ORIGINAL,-
95603804,-1.703339871379,103.26622535771,ORIGINAL,-
95603067,-1.712769,103.2543672,ORIGINAL,-
95603068,-1.70775046536,103.25998981187,ORIGINAL,-
95603075,-1.7037616079283,103.29395961349,ORIGINAL,-
95603087,-1.69560265542,103.287447525,ORIGINAL,-
95603818,-1.7025762005658,103.26962567116,ORIGINAL,-
95603807,-1.695898319,103.26709175,ORIGINAL,-
95603083,-1.6977758,103.28895,ORIGINAL,-
95603098,-1.6984348982,103.28071995,ORIGINAL,-
95603099,-1.694906993,103.2845723,ORIGINAL,-
95603811,-1.7029687231,103.26592119,ORIGINAL,-
95603085,-1.719678,103.271307,ORIGINAL,-
95603103,-1.720491672,103.139616,ORIGINAL,-
95603827,-1.7780784174414,103.33499501164,ORIGINAL,-
95603833,-1.7768467119838,103.33151561349,ORIGINAL,-
95603110,-1.708417479,103.1367473,ORIGINAL,-
95603102,-1.6955097530196,103.28564904749,ORIGINAL,-
95603132,-1.7137077635319,103.25307628543,ORIGINAL,-
95603148,-1.7274953,103.2355666,ORIGINAL,-
95603150,-1.725275559349,103.22948785032,ORIGINAL,-
95603151,-1.7253117974223,103.22948928811,ORIGINAL,-
95603838,-1.7764115172236,103.3308742423,ORIGINAL,-
95603822,-1.7797784,103.326847,ORIGINAL,-
95603823,-1.7805643,103.3263959,ORIGINAL,-
95603116,-1.7104708606627,103.1389915,ORIGINAL,-
95603135,-1.7134356,103.253506,ORIGINAL,-
95603141,-1.811801052094,103.20862357223,ORIGINAL,-
